incident_number,incident_types,reported_date,nearest_populated_centre,province,company,status,latitude,longitude,approx_vol_released,substance,release_type,significant,year,occurrence_date_and_time,discovered_date_and_time,detailed_what_happened,what_happened_category,detailed_why_it_happened,why_it_happened_category,duration_of_interruption_of_pipeline_operations,pipeline_or_facility_type,activity_being_performed_at_time_of_incident,how_the_incident_was_discovered,closed_date,pipeline_or_facility_equipment_involved,rupture,incident_type,released_substance_type,released_volume_m3,pipe_body_release,residual_effects_on_the_environment,source_of_explosion,source_of_fire,activity_at_time_of_fatality,number_of_fatalities,type_of_injury,number_of_individuals_injured,workdays_lost,work_restricted_by_injury,conditions_that_resulted_in_the_operation_beyond_limits,conditions_that_resulted_in_adverse_effects_on_the_environment,number_of_people_evacuated,regulation,pipeline_name,pipeline_outside_diameter_nps,pipeline_length_km,substance_carried,facility_name,facility_type,facility_latitude,facility_longitude,country,affects_company_property,off_company_property,affects_pipeline_right_of_way,affects_off_pipeline_right_of_way,land_use,population_density,kilometre_post,emergency_level,investigation_type,was_neb_staff_deployed,related_neb_event_number,equipment_or_component_involved,design_standard,nominal_pipe_size,material,material_grade,schedule,design_wall_thickness_mm,custom_design_wall_thickness_mm,actual_wall_thickness_mm,licensed_maximum_operating_pressure_k_pa,restricted_operating_pressure_k_pa,actual_operating_pressure_at_time_of_failure_k_pa,designed_depth_of_cover_m,actual_depth_of_cover_m,year_of_manufacture,year_of_installation,year_when_put_into_service,most_recent_cathodic_protection_reading_at_incident_site_m_v_vs_cu_cu_so4,weld_type,seam_type,seam_joining_method,seam_clock_position,coating_location,coating_type,coating_condition,application_method,year_when_the_coating_was_applied,insulation_installed,repair_type,repair_date,equipment_or_component_has_never_been_inspected,most_recent_inspection_date_for_the_failed_equipment_or_component,type_of_most_recent_inspection,most_recent_inspection_part_of_the_routine_inspection_program,no_maintenance_done_on_this_equipment_or_component,date_of_the_most_recent_maintenance_work_for_the_failed_equipment_or_component,most_recent_maintenance_type,most_recent_maintenance_work_part_of_the_routine_maintenance_program,reported_year,reported_month,reported_day
INC2016-080,Release of Substance,2016-07-21,Jenner,Alberta,NOVA Gas Transmission Ltd.,Closed,50.70313,-111.157945,40,Natural Gas - Sweet,Gas,No,2016,NA,7/20/2016 11:25,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/22/2017,Yes,No,Release of Substance,Natural Gas - Sweet,40,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,EASTERN ALBERTA SYSTEM M/L LOOP #3 (NPS 42) - 1977,1067,9.7807333,Natural Gas,NA,NA,NA,NA,Canada,Yes,No,No,No,Agricultural Cropland,10 or fewer dwelling units per km,0,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Metering, Receiving, Fitting, Other (please explain)",NA,NPS 1/4,NA,NA,NA,NA,NA,NA,NA,NA,1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,6/24/2016,Visual,Yes,Yes,NA,NA,No,2016,7,21
INC2016-079,Fire,2016-07-20,Nanticoke,Ontario,Enbridge Pipelines Inc.,Closed,43.06191,-79.92035,0,Not Applicable,Not Applicable,No,2016,7/19/2016 2:30,7/19/2016 2:30,"Substandard Acts, Failure to identify hazard or risk",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of situational awareness;Personal factors, Lack of skill, Infrequent performance",Human Factors,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),11/2/2016,No,No,Fire,NA,NA,NA,No,NA,Welding or Cutting,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Line 11,508,80.7796211,Crude Oil,NA,NA,NA,NA,Canada,No,No,Yes,No,Shrub Land,More than 10 but fewer than 46 dwelling units per km,KP 3041.66,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,7,20
INC2016-078,Release of Substance,2016-07-15,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.11305974,-64.71567652,3,Natural Gas - Sweet,Gas,No,2016,7/15/2016 6:00,7/15/2016 6:00,"Damage or deterioration mechanism, Equipment, Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)",Equipment Failure,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),6/14/2017,Yes,No,Release of Substance,Natural Gas - Sweet,3,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Moncton lateral,219.1,12.44337836,Natural Gas,00-1 CUSTODY TRANSFER STATION SITE,NA,46.11305974,-64.71567652,Canada,Yes,No,No,No,Developed Land - Small Commercial,10 or fewer dwelling units per km,12.36,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Metering, Delivering, Valve, Pressure relief, Other (please explain)",CSA Z662.99,NPS 2,Carbon Steel,NA,NA,NA,NA,NA,9928,NA,2241,NA,NA,NA,2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,12/22/2015,NA,Yes,No,7/16/2016,Replacement,Yes,2016,7,15
INC2016-077,Release of Substance,2016-07-12,Niagara Falls,Ontario,TransCanada PipeLines Limited,Closed,43.00475402,-79.05071351,1750,Natural Gas - Sweet,Gas,No,2016,NA,7/11/2016 1:00,"Damage or deterioration mechanism, Other Causes, Control System Malfunction;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to communicate or coordinate","Equipment Failure, Incorrect Operation","Job or system factors, Inadequate communications, Inadequate communication between work groups ;Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules","Failure in communication, Maintenance, Standards and Procedures",No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/22/2017,Yes,No,Release of Substance,Natural Gas - Sweet,1750,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,LINE 1700-1,"609.60000000, 914.40000000",21.03820922,Natural Gas,STN 1703 - DOUGLASTOWN,NA,43.00475402,-79.05071351,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,1703 +0,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Metering, Delivering, Heater",N/A,NPS 3,Carbon Steel,NA,80,NA,NA,NA,6895,NA,5500,NA,NA,1994,1994,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,6/28/2016,Visual,Yes,Yes,NA,NA,No,2016,7,12
INC2016-076,Operation Beyond Design Limits,2016-07-07,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.385213,-79.798679,0,Not Applicable,Not Applicable,No,2016,NA,5/27/2016 12:00,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Damage or deterioration mechanism, Geotechnical Failure, Scouring",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,3rd Party / Other Company,6/15/2017,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,Line 7,508,256.9490583,Crude Oil,NA,NA,NA,NA,Canada,No,No,Yes,No,Water / Wetlands,More than 10 but fewer than 46 dwelling units per km,3025.711561,Level I,Standard Review - 168 days,No,INC2016-074,"Pipeline, Pipe, Body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,7,7
INC2016-074,Operation Beyond Design Limits,2016-07-06,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.385213,-79.798679,0,Not Applicable,Not Applicable,No,2016,NA,5/27/2016 12:00,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Damage or deterioration mechanism, Geotechnical Failure, Scouring",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Inspection Site Visit,5/8/2017,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,Line 8,508,229.9513959,Crude Oil,NA,NA,NA,NA,Canada,No,No,Yes,No,Water / Wetlands,More than 10 but fewer than 46 dwelling units per km,3025.7,Level I,Standard Review - 168 days,No,INC2016-076,"Pipeline, Pipe, Body",NA,NPS 20,Carbon Steel,359 - X52,NA,7.1 mm = 0.280 in,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,7,6
INC2016-073,Operation Beyond Design Limits,2016-07-06,Mississauga,Ontario,Enbridge Pipelines Inc.,Closed,43.53301111,-79.60468333,0,Not Applicable,Not Applicable,No,2016,NA,12/1/2014 12:00,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Damage or deterioration mechanism, Geotechnical Failure, Scouring;Substandard Acts, Failure to react or correct","Incorrect Operation, Natural Force Damage","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Inspection Site Visit,5/8/2017,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,LINE 12,508,27.18745755,Crude Oil,NA,NA,NA,NA,Canada,No,No,Yes,No,Water / Wetlands,46 or more dwelling units per km,3054,Level I,Standard Review - 168 days,No,NA,"Pipeline, Pipe, Body",NA,NPS 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,7,6
INC2016-072,Operation Beyond Design Limits,2016-07-06,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.41454588,-79.76735273,0,Not Applicable,Not Applicable,No,2016,NA,9/4/2012 12:00,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Damage or deterioration mechanism, Geotechnical Failure, Scouring;Substandard Acts, Failure to react or correct","Incorrect Operation, Natural Force Damage","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Inspection Site Visit,4/10/2017,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,LINE 12,508,27.18745755,Crude Oil,NA,NA,NA,NA,Canada,No,No,Yes,No,Water / Wetlands,More than 10 but fewer than 46 dwelling units per km,3029,Level I,Standard Review - 168 days,No,NA,"Pipeline, Pipe, Body",NA,NPS 20,Carbon Steel,359 - X52,NA,12.7 mm = 0.500 in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,7,6
INC2016-071,Operation Beyond Design Limits,2016-07-06,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.45792222,-79.71974167,0,Not Applicable,Not Applicable,No,2016,NA,7/1/2013 12:00,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Damage or deterioration mechanism, Geotechnical Failure, Scouring",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Scheduled Patrol,2/22/2017,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,LINE 12,508,27.18745755,Crude Oil,NA,NA,NA,NA,Canada,No,No,Yes,No,Water / Wetlands,More than 10 but fewer than 46 dwelling units per km,3036,Level I,Standard Review - 168 days,No,NA,"Pipeline, Pipe, Body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,7,6
INC2016-070,Fire,2016-07-05,City of Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.48236249,-104.5885852,0,Not Applicable,Not Applicable,No,2016,6/30/2016 4:30,6/30/2016 4:30,"Substandard Conditions, Fire and explosion hazards",External Interference,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),10/25/2016,No,No,Fire,NA,NA,NA,No,NA,Other Event (Nature or 3rd Party),NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Line 3,"610.00000000, 864.00000000, 914.00000000, 914.40000000",2334.948756,Crude Oil,NA,Valve,NA,NA,Canada,Yes,Yes,No,No,Developed Land - Industrial,More than 10 but fewer than 46 dwelling units per km,N/A,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,7,5
INC2016-069,Operation Beyond Design Limits,2016-07-05,Abbotsford,British Columbia,Trans Mountain Pipeline ULC,Closed,49.002718,-122.226017,0,Not Applicable,Not Applicable,No,2016,6/29/2016 3:00,6/29/2016 3:00,"Substandard Conditions, Weather Related, Temperature Extremes",External Interference,"Job or system factors, Inadequate engineering, Inadequate or improper controls;External Interference, Natural or Environmental Forces","Engineering and Planning, Natural or Environmental Forces",No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/22/2017,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Over Pressure,NA,0,OPR,NA,NA,NA,NA,NA,Meter,NA,NA,Canada,No,No,No,No,Agricultural Cropland,10 or fewer dwelling units per km,KP 8.575,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Pigging, Launching, Auxiliary device(s) (please explain)",NA,NPS 16,Carbon Steel,359 - X52,NA,6.3 mm = 0.250 in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,Visual,No,No,NA,NA,No,2016,7,5
INC2016-067,Release of Substance,2016-07-02,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.11305974,-64.71567652,2000,Natural Gas - Sweet,Gas,No,2016,7/2/2016 2:00,7/2/2016 2:00,"Damage or deterioration mechanism, Electrical Power System Failure, Electrical Fault",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly",Maintenance,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),5/24/2017,Yes,No,Release of Substance,Natural Gas - Sweet,2000,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Moncton lateral,219.1,12.44337836,Natural Gas,00-1 CUSTODY TRANSFER STATION SITE,NA,46.11305974,-64.71567652,Canada,Yes,Yes,No,No,Developed Land - Small Commercial,More than 10 but fewer than 46 dwelling units per km,NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Metering, Delivering, Valve, Plug, Seat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,7,2
INC2016-066,Release of Substance,2016-06-30,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.9446616,725,Contaminated Water,Miscellaneous,No,2016,6/16/2016 8:00,6/16/2016 8:00,"Substandard Conditions, Weather Related, Heavy rains or floods",External Interference,"Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),3/2/2017,No,No,Release of Substance,Contaminated Water,725,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,PINE RIVER GAS PLANT (PRGP),NA,55.56909171,-121.9446616,Canada,No,Yes,No,No,Forests,10 or fewer dwelling units per km,NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,6,30
INC2016-065,Operation Beyond Design Limits,2016-06-29,St. Lazare,Quebec,Trans-Northern Pipelines Inc.,Closed,45.412346,-74.117726,0,Not Applicable,Not Applicable,No,2016,NA,6/29/2016 10:00,"Substandard Conditions, Inadequate information or data",External Interference,"Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Inadequate Supervision, Standards and Procedures",No pipeline interruption,Transmission,Operation,Public,7/16/2018,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,Mainline,273.1,635.0188165,Refined Products-Aviation,NA,NA,NA,NA,Canada,Yes,No,Yes,No,Water / Wetlands,10 or fewer dwelling units per km,MP34.8,Level I,Standard Review - 168 days,No,NA,"Pipeline, Pipe, Body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,6,29
INC2016-064,Fire,2016-06-29,FT MacKy,Alberta,NOVA Gas Transmission Ltd.,Closed,56.98989959,-111.5581707,0,Not Applicable,Not Applicable,No,2016,6/28/2016 4:30,6/28/2016 4:30,"Substandard Conditions, Weather Related, Temperature Extremes;Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Fire and explosion hazards;Substandard Conditions, Poor housekeeping or disorder","External Interference, Incorrect Operation","Job or system factors, Inadequate work standards, Inadequate communication of standards, Training",Standards and Procedures,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),12/6/2016,Yes,No,Fire,NA,NA,NA,No,NA,Housekeeping,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,SOUTH TERMINAL SALES,NA,56.98989959,-111.5581707,Canada,No,Yes,No,No,Forests,10 or fewer dwelling units per km,N/A,Level I,Standard Review - 168 days,No,NA,Vehicle / mobile equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,6,29
INC2016-063,Operation Beyond Design Limits,2016-06-29,Pecten,Alberta,NOVA Gas Transmission Ltd.,Closed,49.3064,-114.0392,0,Not Applicable,Not Applicable,No,2016,6/29/2016 1:02,6/29/2016 1:02,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Inadequate preparation or planning;Damage or deterioration mechanism, Electrical Power System Failure, Electrical Fault","Equipment Failure, External Interference, Incorrect Operation","Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks",Tools and Equipment,No pipeline interruption,Transmission,Operation,SCADA,7/10/2017,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Over Pressure,NA,0,OPR,WATERTON LATERAL - NPS 16,406.4,2.58406056,Natural Gas,NA,NA,NA,NA,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,N/A,Level I,Standard Review - 168 days,No,INC2016-140,"Station/Facility, Compression, Compressor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,6,29
INC2016-061,Operation Beyond Design Limits,2016-06-17,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.61586461,-121.8738638,0,Not Applicable,Not Applicable,No,2016,6/16/2016 4:15,6/16/2016 4:15,"Substandard Conditions, Weather Related, Heavy rains or floods",External Interference,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),1/9/2017,No,No,"Geo-technical, Hydro-technical or Environmental Activity Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,"30 Fort St. John Mainline""",NA,NA,NA,NA,NA,NA,NA,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,99.1 on MML1,Level I,Standard Review - 168 days,No,"INC2016-058, INC2016-059, INC2016-060, SO2016-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,6,17
INC2016-060,Operation Beyond Design Limits,2016-06-17,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.39809164,-121.7410977,0,Not Applicable,Not Applicable,No,2016,6/16/2016 4:15,6/16/2016 4:15,"Substandard Conditions, Weather Related, Heavy rains or floods",External Interference,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Short-term interruption,Gathering,Operation,Employee / Contractor (Onsite),1/9/2017,No,No,"Geo-technical, Hydro-technical or Environmental Activity Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,25.54,Level I,Standard Review - 168 days,No,"INC2016-058, INC2016-059, INC2016-061, OM2016-240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,6,17
INC2016-059,Operation Beyond Design Limits,2016-06-17,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.39808677,-121.7421722,0,Not Applicable,Not Applicable,No,2016,6/16/2016 4:15,6/16/2016 4:15,"Substandard Conditions, Weather Related, Heavy rains or floods",External Interference,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Short-term interruption,Gathering,Operation,Employee / Contractor (Onsite),1/9/2017,No,No,"Geo-technical, Hydro-technical or Environmental Activity Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,27.4,Level I,Standard Review - 168 days,No,"INC2016-058, INC2016-060, INC2016-061, OM2016-240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,6,17
INC2016-058,Operation Beyond Design Limits,2016-06-17,chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.39809164,-121.7410977,0,Not Applicable,Not Applicable,No,2016,6/16/2016 4:15,6/16/2016 4:15,"Substandard Conditions, Weather Related, Heavy rains or floods",External Interference,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Short-term interruption,Gathering,Operation,Scheduled Patrol,1/9/2017,No,No,"Geo-technical, Hydro-technical or Environmental Activity Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Exposure in a Waterbody,NA,0,OPR,"24 GRIZZLY PIPELINE LOOP""",610,16.59602333,Natural Gas Sour,NA,NA,NA,NA,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,25.6,Level I,Standard Review - 168 days,No,"INC2016-059, INC2016-060, INC2016-061, OM2016-240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2016,6,17
INC2016-057,Fire,2016-06-10,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.48753071,-116.4639415,0,Not Applicable,Not Applicable,No,2016,6/9/2016 2:00,6/9/2016 2:00,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing;Substandard Conditions, Weather Related, Lightning;Substandard Conditions, Defective tools, equipment or materials;Substandard Conditions, Fire and explosion hazards","Equipment Failure, External Interference","Job or system factors, Excessive wear and tear, Inadequate planning of use;External Interference, Natural or Environmental Forces","Maintenance, Natural or Environmental Forces",No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),6/13/2017,Yes,No,Fire,NA,NA,NA,No,NA,Other Event (Nature or 3rd Party),NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,EDSON M/L LOOP #3 (ROBB SECTION) - NPS 48,1219,30.62212003,Natural Gas,NA,Meter,NA,NA,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,103.25 km,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Valve, Ball, Seal/Packing",NA,NPS 2,Carbon Steel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,6/3/2016,Visual,Yes,No,6/3/2016,Testing of Functionality,Yes,2016,6,10
